date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,pune_commercial_space
2021-12-04,7953.79,1790.53,7268.82,3487.62,3240.29,762.18,801.33,4866.49,7493.07,5697.78,1583.57,779.16,1655.01,20.5,21.4,23.91,13.22,768.43,769.64,416.26,628.83,5879.75,6336.23,8318.25
2021-12-05,8103.7,1760.92,7236.85,3602.2,3232.68,738.44,811.11,4593.04,7595.7,5835.94,1563.89,798.37,1672.32,20.55,21.46,23.88,13.18,778.97,777.33,474.53,637.47,5839.78,6321.01,8356.73
2021-12-06,8259.3,1772.83,7046.24,3552.55,3238.87,749.62,811.5,4692.78,7580.16,5753.84,1586.39,756.92,1655.45,20.55,21.4,23.98,13.21,761.63,766.23,468.55,631.46,5842.01,6288.22,8326.91
2021-12-07,8196.69,1812.23,7110.78,3591.82,3268.7,755.23,833.47,4745.81,7707.55,5768.33,1602.29,765.37,1650.1,20.52,21.43,24.01,13.24,742.56,758.66,441.48,634.03,5931.62,6336.61,8332.69
2021-12-08,7934.77,1797.34,7293.32,3520.81,3250.18,753.69,816.01,4753.94,7697.83,5675.7,1551.94,803.31,1636.25,20.51,21.48,23.93,13.22,737.38,781.18,465.63,644.04,5929.07,6376.06,8338.37
2021-12-09,7945.24,1805.04,6839.16,3535.91,3218.47,772.63,805.53,4606.32,7678.59,5792.91,1642.78,782.91,1651.19,20.52,21.46,23.92,13.23,768.45,771.71,429.87,641.36,5896.94,6408.02,8333.55
2021-12-10,7983.13,1816.1,7205.56,3450.92,3239.88,757.56,806.65,4798.83,7804.13,5673.84,1586.06,766.44,1602.63,20.51,21.39,23.99,13.25,752.79,746.82,462.74,657.9,5872.62,6402.22,8342.31
2021-12-11,8097.51,1824.89,7201.43,3593.64,3263.9,775.82,779.54,4634.03,7761.96,5878.33,1617.75,793.69,1644.51,20.57,21.45,23.92,13.17,754.77,774.16,458.32,621.96,5798.04,6276.21,8337.84
2021-12-12,7946.34,1799.79,7316.01,3584.58,3168.02,766.67,850.6,4772.59,7742.37,5824.47,1596.08,773.9,1678.68,20.53,21.39,23.97,13.23,768.05,766.42,441.8,662.11,5942.48,6270.2,8317.15
2021-12-13,8001.2,1829.03,7529.85,3616.3,3202.45,764.49,816.37,4729.8,7831.89,5861.6,1626.96,783.19,1636.84,20.57,21.47,24.03,13.2,768.22,765.3,446.13,620.38,5841.91,6331.8,8348.01
2021-12-14,7984.01,1804.59,7040.4,3465.06,3225.11,767.59,815.46,4726.0,7784.58,5524.87,1573.84,772.59,1642.86,20.51,21.44,23.95,13.25,755.31,792.67,403.86,658.07,5891.33,6298.49,8336.3
2021-12-15,8236.05,1785.12,6995.57,3561.89,3323.61,767.15,817.74,4640.76,7727.63,5796.13,1589.85,762.93,1689.8,20.54,21.44,23.94,13.25,770.93,782.19,469.19,644.56,5843.19,6404.28,8354.15
2021-12-16,8140.58,1739.16,7021.15,3437.94,3253.67,772.54,828.62,4729.66,7636.03,5593.17,1587.33,792.13,1700.09,20.54,21.47,24.09,13.21,769.59,768.05,438.15,657.07,5920.32,6360.94,8349.11
2021-12-17,8291.5,1804.39,7057.35,3682.0,3260.42,766.87,802.4,4837.14,7821.58,5922.5,1608.9,789.25,1620.83,20.56,21.5,23.99,13.25,736.87,768.17,413.14,651.1,5897.04,6434.79,8355.84
2021-12-18,7875.86,1834.31,7133.83,3634.63,3273.83,767.1,812.17,4603.57,7797.49,5981.57,1566.14,776.35,1644.7,20.6,21.46,23.96,13.25,762.78,767.93,449.71,631.14,5888.99,6302.11,8383.89
2021-12-19,8194.66,1826.75,7090.5,3614.56,3270.57,771.96,808.58,4731.36,7964.3,5738.42,1593.49,775.28,1705.35,20.53,21.53,24.01,13.27,761.47,762.12,435.69,646.06,5921.38,6334.89,8372.98
2021-12-20,7888.64,1810.69,7282.74,3577.69,3224.35,776.45,822.35,4885.57,7735.55,5896.29,1621.79,765.45,1640.99,20.57,21.48,24.01,13.27,742.35,775.49,457.06,653.11,5918.05,6320.24,8399.24
2021-12-21,7972.54,1792.09,7322.71,3612.07,3241.98,764.32,831.94,4726.52,7805.74,5834.93,1615.42,785.26,1672.53,20.54,21.47,24.07,13.27,751.6,775.53,448.39,641.51,5872.82,6327.13,8385.11
2021-12-22,8239.65,1804.72,7316.81,3581.07,3227.97,778.24,809.44,4834.53,7914.15,5616.31,1618.12,760.35,1675.08,20.57,21.49,24.05,13.25,764.91,770.75,451.17,652.88,5939.78,6358.11,8399.87
2021-12-23,8156.19,1849.17,7166.25,3558.61,3274.89,769.74,814.01,4765.98,7722.17,5838.2,1572.35,805.76,1697.61,20.6,21.5,24.05,13.29,753.18,775.67,427.74,648.9,5919.7,6409.03,8386.62
2021-12-24,8086.77,1828.02,7119.87,3598.21,3205.65,773.84,827.18,4560.78,7579.41,5891.14,1604.63,796.27,1644.97,20.63,21.51,24.06,13.27,763.44,782.6,465.36,632.2,5933.74,6447.27,8407.2
2021-12-25,8154.24,1854.22,7299.47,3514.88,3210.8,742.02,814.91,4694.02,7706.18,5728.65,1615.84,767.37,1668.05,20.6,21.49,24.05,13.26,753.51,783.99,451.1,640.56,5866.0,6385.09,8394.97
2021-12-26,7962.17,1813.13,7326.36,3646.08,3313.59,782.6,793.68,4883.35,7640.24,5760.96,1497.16,800.9,1658.67,20.59,21.49,24.08,13.26,774.8,776.65,426.62,663.41,5951.31,6321.53,8419.89
2021-12-27,8355.32,1881.93,7346.71,3504.91,3233.31,773.2,822.52,4785.66,7759.12,5922.13,1589.55,811.38,1686.99,20.6,21.5,24.08,13.25,787.35,785.84,437.88,639.68,5941.17,6320.94,8448.09
2021-12-28,8199.75,1824.38,7329.88,3675.1,3230.28,774.57,808.79,4682.28,7745.13,5829.32,1584.57,792.53,1691.13,20.61,21.55,24.05,13.29,788.31,772.92,446.98,665.64,5901.62,6340.57,8417.84
2021-12-29,8125.18,1832.44,7323.96,3574.44,3304.4,785.26,824.75,4814.49,8039.44,5874.23,1615.33,766.81,1665.65,20.61,21.58,24.13,13.29,776.56,779.46,420.3,644.56,5872.69,6367.08,8420.3
2021-12-30,8235.35,1859.99,7217.66,3655.09,3252.21,763.93,773.41,4767.94,7748.72,5740.96,1554.8,780.57,1651.1,20.64,21.54,24.16,13.28,784.52,775.69,402.94,654.49,5995.13,6411.29,8421.52
2021-12-31,8140.77,1842.49,7467.74,3618.02,3216.17,757.32,819.05,4841.21,7827.06,5771.53,1628.01,785.56,1661.51,20.61,21.48,24.14,13.27,785.09,794.17,449.34,643.57,5846.23,6377.74,8404.7
2022-01-01,8243.89,1882.65,7052.33,3494.22,3255.61,762.18,832.27,4662.14,7827.21,5898.87,1677.19,776.81,1708.3,20.63,21.53,24.19,13.29,755.01,788.61,430.68,659.23,5915.72,6398.15,8427.19
2022-01-02,8046.44,1844.39,7188.91,3517.37,3289.55,750.97,794.86,4835.32,7871.03,5932.12,1595.36,794.96,1728.63,20.61,21.53,24.13,13.32,779.93,778.88,434.45,637.89,5903.4,6418.24,8464.02
2022-01-03,8089.79,1819.76,7188.34,3555.15,3291.89,782.5,870.94,4783.87,7903.36,5783.81,1623.39,818.52,1684.8,20.62,21.49,24.06,13.32,784.6,779.01,478.23,657.79,5993.38,6422.48,8407.86
2022-01-04,8125.08,1815.84,7246.04,3607.54,3267.9,769.28,828.89,4815.79,7991.51,5889.6,1554.44,787.65,1692.6,20.64,21.56,24.1,13.28,771.02,782.82,429.61,657.55,5855.82,6466.61,8413.5
2022-01-05,8248.03,1793.68,7238.83,3747.29,3294.0,762.02,820.24,4867.19,7913.62,5766.38,1584.04,796.05,1718.05,20.62,21.57,24.09,13.3,766.53,775.56,423.63,648.42,5937.76,6373.49,8444.54
2022-01-06,8319.57,1823.63,7568.42,3526.68,3384.66,768.95,847.62,4775.89,7792.26,6051.81,1633.43,816.05,1662.91,20.68,21.58,24.19,13.32,739.71,791.07,470.51,648.27,5957.66,6338.33,8479.47
2022-01-07,8308.44,1820.83,7340.85,3645.91,3309.77,804.04,842.48,4937.67,7799.41,5937.59,1552.73,807.01,1693.6,20.66,21.58,24.14,13.31,778.22,770.55,419.57,661.15,5991.98,6427.94,8465.36
2022-01-08,8193.86,1877.44,7401.55,3542.22,3267.07,751.15,824.17,4869.78,7702.5,5851.48,1612.49,786.35,1662.52,20.67,21.61,24.13,13.31,765.79,786.96,435.83,645.22,5877.52,6370.29,8448.25
2022-01-09,8053.06,1856.33,7228.35,3545.62,3261.03,782.91,830.56,4576.16,7712.4,5921.0,1599.02,802.7,1717.1,20.66,21.58,24.22,13.33,792.02,795.36,426.56,664.06,5957.44,6439.54,8477.6
2022-01-10,8136.04,1845.88,7275.14,3546.76,3187.09,776.03,826.24,4649.88,8007.26,5645.18,1599.39,783.64,1689.91,20.67,21.55,24.19,13.32,767.35,795.03,458.12,684.16,6008.26,6415.34,8452.7
2022-01-11,8140.33,1832.04,7328.37,3600.81,3308.5,773.41,820.57,4843.3,7973.06,5889.42,1568.61,830.06,1666.66,20.71,21.54,24.13,13.33,762.35,788.56,468.5,687.19,5913.79,6400.13,8484.75
2022-01-12,8235.43,1810.7,7293.23,3625.8,3263.19,785.3,812.61,4783.39,7954.41,5970.52,1598.62,782.66,1793.81,20.75,21.59,24.17,13.32,774.69,770.54,462.7,683.52,5953.01,6452.47,8469.11
2022-01-13,8286.32,1829.55,7235.72,3565.26,3211.96,775.18,837.6,4865.96,8004.01,5975.19,1640.74,782.84,1726.1,20.67,21.56,24.19,13.32,801.47,788.5,430.31,677.69,5991.14,6488.8,8489.97
2022-01-14,8173.84,1816.56,7588.58,3594.85,3333.67,774.31,828.13,4797.96,7772.89,5909.62,1652.45,790.6,1694.83,20.69,21.65,24.16,13.34,743.24,792.68,440.01,646.21,5962.75,6469.25,8489.88
2022-01-15,8153.81,1852.61,7218.98,3622.11,3278.4,787.56,817.38,4809.09,7971.58,5789.77,1610.25,798.58,1667.58,20.7,21.61,24.16,13.34,778.89,798.67,443.4,644.44,5955.78,6483.84,8451.85
2022-01-16,8332.28,1861.2,7252.4,3564.63,3315.78,770.33,822.69,4739.29,7758.34,5868.77,1645.12,766.45,1679.17,20.73,21.64,24.24,13.32,768.54,779.11,447.07,667.88,5929.99,6527.4,8482.29
2022-01-17,8369.71,1795.18,7317.2,3631.35,3263.84,767.29,828.53,4892.52,7874.96,5824.95,1605.48,812.47,1733.14,20.67,21.63,24.2,13.35,763.3,767.27,419.38,653.38,5955.61,6353.85,8480.15
2022-01-18,8112.27,1862.94,7391.94,3615.22,3262.39,790.26,808.32,4889.64,7727.94,5692.82,1650.59,797.62,1695.34,20.73,21.68,24.17,13.33,754.06,787.39,453.72,682.19,5903.07,6378.29,8469.5
2022-01-19,8208.04,1876.79,7479.95,3632.84,3370.35,781.04,829.12,4993.01,7851.15,5958.58,1662.18,833.66,1734.34,20.68,21.64,24.2,13.35,762.21,787.25,452.54,666.41,5923.46,6437.95,8501.74
2022-01-20,8451.26,1855.84,7398.4,3555.24,3279.25,780.21,840.13,4878.27,7866.73,5941.42,1672.81,779.26,1651.79,20.73,21.62,24.19,13.33,772.72,780.03,465.7,689.84,6008.69,6384.51,8489.94
2022-01-21,8262.66,1799.21,7666.92,3593.21,3361.55,787.26,858.79,4700.13,7867.82,5811.83,1625.66,788.98,1741.45,20.7,21.64,24.21,13.37,794.1,781.39,434.82,662.61,5942.04,6416.68,8523.05
2022-01-22,8324.76,1842.9,7377.12,3729.69,3316.56,787.15,840.5,4989.94,7963.73,5779.0,1639.86,778.51,1683.95,20.73,21.66,24.21,13.35,782.93,787.55,452.29,643.94,5940.03,6528.15,8471.62
2022-01-23,8090.6,1832.64,7341.67,3751.86,3339.97,790.24,843.08,4807.41,8023.59,5675.15,1636.36,774.0,1711.71,20.72,21.7,24.13,13.33,750.44,789.03,444.71,688.67,5972.19,6451.46,8515.67
2022-01-24,8177.38,1845.7,7519.54,3525.67,3302.51,781.86,850.9,4873.13,7911.63,5945.48,1666.13,792.43,1749.34,20.74,21.66,24.34,13.35,748.97,800.74,422.07,673.18,6004.44,6457.64,8518.21
2022-01-25,8455.49,1845.85,7513.01,3521.19,3307.26,792.91,847.44,4896.11,7731.19,5942.38,1596.55,820.53,1731.48,20.78,21.65,24.23,13.36,776.54,790.2,449.88,662.77,6016.48,6456.39,8513.86
2022-01-26,8262.15,1875.37,7308.9,3592.3,3277.24,786.44,814.07,4786.29,8048.27,6117.87,1672.26,800.91,1724.02,20.77,21.69,24.25,13.36,768.03,761.48,482.43,666.57,5920.68,6516.14,8531.54
2022-01-27,8261.19,1825.6,7558.14,3685.87,3416.37,790.39,825.55,4805.55,7884.7,5856.72,1603.69,811.84,1679.74,20.72,21.67,24.21,13.37,774.97,777.91,460.25,697.2,5987.63,6496.44,8534.39
2022-01-28,8348.8,1884.75,7340.71,3616.05,3350.82,769.36,828.23,4898.3,7917.56,5695.83,1647.16,765.58,1699.48,20.74,21.69,24.28,13.36,753.03,791.01,464.35,642.9,5954.89,6392.55,8526.39
2022-01-29,8169.09,1859.93,7307.87,3596.68,3352.92,808.06,831.08,4875.8,7877.55,5931.28,1624.72,802.88,1717.49,20.79,21.67,24.23,13.36,750.77,791.88,485.59,657.68,5960.41,6512.78,8555.16
2022-01-30,8318.94,1854.43,7546.33,3615.14,3420.33,795.81,829.54,4901.58,8125.25,5953.8,1592.45,788.63,1741.86,20.76,21.77,24.32,13.39,777.99,808.05,483.24,675.37,5956.51,6429.83,8499.98
2022-01-31,8548.61,1867.28,7281.86,3744.02,3367.0,771.8,847.96,4939.41,7921.28,6118.08,1649.59,785.43,1720.2,20.81,21.69,24.27,13.39,748.33,798.52,439.15,690.16,5986.03,6417.0,8535.13
2022-02-01,8144.06,1899.57,7588.11,3767.22,3392.2,786.04,825.71,4738.84,8023.87,6124.49,1650.11,815.11,1751.8,20.81,21.73,24.27,13.39,755.83,783.69,489.47,668.43,6013.19,6460.62,8565.66
2022-02-02,8254.27,1859.5,7470.0,3648.96,3320.44,791.53,806.47,4957.07,8009.5,5959.01,1651.37,797.11,1740.5,20.79,21.76,24.35,13.37,772.17,792.72,456.87,647.19,5965.75,6417.57,8575.05
2022-02-03,8085.54,1865.49,7306.7,3781.03,3279.9,795.26,823.79,4850.73,8038.4,5768.52,1666.38,799.48,1730.47,20.77,21.74,24.34,13.36,768.09,791.17,431.03,687.73,5966.71,6426.63,8580.05
2022-02-04,8365.58,1855.21,7302.71,3775.49,3389.93,795.73,836.47,4906.26,7834.86,5769.76,1598.79,784.73,1698.22,20.77,21.76,24.33,13.37,814.86,791.56,462.13,691.76,5899.09,6458.73,8563.61
2022-02-05,8466.78,1884.33,7200.68,3728.22,3339.41,778.87,849.54,4838.76,7885.64,5859.14,1629.2,759.15,1710.67,20.81,21.76,24.34,13.42,778.73,814.6,460.18,662.18,5986.36,6471.64,8571.67
2022-02-06,8393.99,1866.85,7416.39,3653.76,3316.12,791.3,828.78,4934.07,7908.52,6031.73,1619.21,805.72,1683.42,20.8,21.81,24.43,13.4,760.14,795.86,460.37,641.84,5969.74,6525.59,8559.88
2022-02-07,8314.54,1885.23,7397.24,3723.25,3358.09,787.25,838.35,4808.98,8105.11,6009.97,1629.99,832.9,1666.22,20.83,21.71,24.23,13.38,788.02,773.46,456.23,665.67,5905.11,6496.49,8568.96
2022-02-08,8509.11,1911.15,7448.96,3667.52,3383.3,791.88,831.11,4827.91,7903.42,5972.35,1635.58,813.57,1737.63,20.84,21.81,24.34,13.38,769.76,819.6,505.2,663.79,5984.91,6394.13,8591.28
2022-02-09,8435.78,1856.01,7585.76,3663.6,3327.16,778.63,861.32,4903.27,7988.91,5882.35,1662.87,799.63,1696.28,20.83,21.83,24.29,13.4,810.05,791.86,445.22,627.94,5902.34,6536.34,8564.67
2022-02-10,8326.96,1882.85,7524.39,3566.98,3338.09,777.36,814.92,4833.37,8073.34,5902.67,1646.12,795.44,1765.21,20.88,21.73,24.34,13.38,781.95,798.13,480.67,671.08,5927.17,6561.39,8595.23
2022-02-11,8137.79,1896.67,7571.65,3654.42,3369.18,788.01,837.29,4803.65,7972.27,5867.08,1636.63,822.43,1727.87,20.81,21.75,24.4,13.41,744.8,793.65,475.91,689.75,6005.12,6410.14,8579.34
2022-02-12,8182.1,1852.17,7445.61,3672.45,3364.4,819.75,824.92,4920.14,8053.4,5936.95,1668.27,766.92,1717.25,20.8,21.76,24.38,13.41,758.66,801.16,420.41,678.48,5959.83,6538.18,8626.79
2022-02-13,8186.66,1873.3,7375.57,3653.97,3350.08,775.16,831.56,4949.99,8166.84,5996.97,1641.02,806.28,1691.71,20.87,21.83,24.31,13.4,769.6,794.38,458.24,692.14,5983.77,6551.4,8607.94
2022-02-14,8555.27,1820.3,7420.81,3609.85,3407.25,789.0,843.6,4990.36,8023.85,5924.25,1660.48,814.61,1736.61,20.84,21.81,24.36,13.41,822.82,784.07,450.88,658.23,6018.27,6386.86,8631.13
2022-02-15,8501.39,1869.46,7551.69,3668.14,3323.84,795.07,844.96,4831.12,8000.9,5885.84,1616.29,790.54,1711.0,20.85,21.81,24.37,13.41,762.7,789.28,481.18,693.76,6034.24,6525.05,8641.87
2022-02-16,8063.69,1896.2,7495.53,3754.29,3413.53,784.06,824.92,4979.27,7928.67,5895.19,1682.66,834.36,1750.7,20.87,21.83,24.48,13.41,763.54,807.49,458.1,672.82,6035.59,6505.28,8631.81
2022-02-17,8507.07,1846.9,7395.67,3782.35,3325.79,785.86,847.59,5162.09,8066.43,5745.37,1612.68,807.68,1721.15,20.88,21.78,24.36,13.42,766.5,801.99,478.53,665.59,5983.17,6620.94,8566.15
2022-02-18,8723.99,1860.23,7538.7,3753.18,3410.6,800.06,833.3,4962.72,8049.69,6079.29,1664.33,782.71,1746.61,20.87,21.81,24.4,13.42,778.5,792.13,457.41,649.47,6042.6,6469.15,8659.09
2022-02-19,8054.35,1835.78,7629.66,3710.13,3302.78,800.38,853.33,4850.59,8074.52,5943.48,1679.26,814.51,1730.91,20.85,21.84,24.4,13.41,785.95,818.92,477.46,672.8,5942.68,6517.94,8638.0
2022-02-20,8277.2,1880.77,7453.38,3713.12,3431.32,803.16,858.71,4954.56,8029.73,5995.65,1643.53,772.42,1724.81,20.86,21.79,24.49,13.42,762.53,808.06,440.61,672.49,6028.54,6515.16,8628.11
2022-02-21,8455.71,1891.97,7478.44,3738.59,3337.32,812.26,858.98,4869.12,8203.61,5870.51,1660.01,807.37,1686.51,20.86,21.8,24.39,13.45,789.26,803.89,462.31,667.13,5991.8,6462.63,8644.49
2022-02-22,8743.66,1877.29,7376.24,3762.97,3322.78,801.6,845.17,4957.37,8052.9,6070.14,1691.15,789.6,1742.95,20.9,21.82,24.37,13.46,805.59,796.29,472.14,688.51,5985.78,6393.43,8634.97
2022-02-23,8270.2,1877.73,7700.67,3664.52,3337.54,827.75,846.28,5005.14,8034.68,5938.65,1613.87,819.7,1751.94,20.87,21.85,24.5,13.47,766.15,809.06,469.72,669.62,6077.69,6537.68,8630.31
2022-02-24,8500.5,1885.91,7538.84,3717.72,3333.77,801.71,842.79,4955.7,8093.94,6124.57,1661.66,808.79,1750.6,20.92,21.88,24.38,13.45,785.03,805.04,478.84,687.11,5975.39,6541.39,8636.92
2022-02-25,8239.8,1881.99,7463.7,3761.39,3407.5,791.96,842.06,4999.75,8139.18,6016.56,1682.95,799.74,1679.69,20.92,21.86,24.48,13.46,778.53,802.19,477.08,652.09,6047.87,6487.67,8634.75
2022-02-26,8915.72,1857.67,7263.75,3807.01,3445.62,807.66,860.87,5081.71,8114.25,5985.64,1690.89,808.66,1754.93,20.9,21.85,24.48,13.44,777.24,811.46,490.0,698.16,5978.26,6531.36,8673.6
2022-02-27,8100.62,1908.79,7760.18,3674.02,3396.81,786.79,870.66,4973.59,8164.08,5998.45,1677.86,811.59,1743.31,20.92,21.82,24.49,13.46,778.47,819.28,439.06,692.8,6029.28,6509.6,8660.1
2022-02-28,8138.18,1906.91,7563.92,3569.41,3391.44,803.9,851.42,4997.52,8052.32,6202.76,1634.64,803.03,1695.83,20.88,21.9,24.37,13.46,793.5,817.96,453.22,681.45,5976.07,6575.65,8640.73
2022-03-01,8424.97,1873.41,7473.6,3821.1,3421.26,777.79,838.11,4930.33,8084.29,6217.57,1713.46,806.85,1719.66,20.93,21.86,24.49,13.45,777.35,819.58,456.61,664.68,5981.48,6575.59,8700.95
2022-03-02,8456.35,1910.87,7457.81,3710.54,3396.6,815.83,849.28,4974.06,8279.16,5868.72,1656.15,813.73,1754.83,20.93,21.9,24.43,13.51,794.65,800.85,478.22,718.05,6058.67,6531.1,8641.84
2022-03-03,8226.76,1910.67,7638.37,3709.69,3395.64,792.15,868.82,4926.01,7991.49,6153.33,1662.56,820.75,1732.14,20.97,21.89,24.48,13.47,793.11,815.27,485.83,701.26,6025.61,6587.29,8708.87
2022-03-04,8354.35,1931.79,7616.21,3647.4,3403.48,818.92,843.55,5063.28,8021.37,6287.6,1699.81,828.59,1784.52,20.9,21.92,24.49,13.47,807.2,792.56,443.76,703.47,5987.72,6569.42,8648.5
2022-03-05,8395.5,1884.12,7400.62,3768.11,3500.04,774.9,861.11,5013.38,8136.9,5946.03,1673.46,801.92,1701.51,20.97,21.95,24.52,13.47,772.36,824.34,510.5,691.31,6067.45,6539.31,8657.43
2022-03-06,8625.34,1897.47,7623.32,3813.1,3395.1,795.19,863.2,5051.97,8073.4,6070.37,1670.38,807.86,1756.28,20.96,21.91,24.53,13.47,759.68,804.99,447.28,690.25,6051.94,6445.56,8691.53
2022-03-07,8242.64,1911.38,7659.33,3650.93,3394.97,806.51,864.51,4952.21,8098.79,6141.48,1692.9,816.47,1763.74,20.95,21.87,24.63,13.48,781.5,810.28,433.85,666.16,6035.29,6516.04,8668.27
2022-03-08,8210.62,1921.97,7603.3,3701.95,3430.65,786.23,835.35,4956.77,8008.63,6133.13,1593.94,815.3,1744.42,20.98,21.98,24.47,13.48,813.43,832.4,473.14,691.5,6007.87,6468.57,8669.27
2022-03-09,8527.65,1906.2,7632.1,3808.88,3454.27,814.02,873.06,5062.29,8091.99,6066.8,1627.03,802.43,1767.45,20.96,21.93,24.48,13.47,767.25,816.34,509.96,719.03,5965.12,6586.13,8652.73
2022-03-10,8454.8,1887.87,7592.57,3790.03,3501.19,801.7,876.23,5114.91,8058.83,5920.51,1634.49,817.96,1733.67,20.95,21.94,24.48,13.51,786.39,810.62,502.56,704.29,6052.75,6539.29,8664.96
2022-03-11,8417.16,1901.58,7649.54,3787.33,3410.7,781.36,862.66,5113.13,8059.08,6126.67,1723.44,796.31,1796.18,20.97,21.9,24.56,13.44,789.65,825.26,460.12,684.85,6166.87,6567.98,8697.84
2022-03-12,8552.63,1910.58,7511.14,3878.24,3464.49,807.78,866.9,4951.87,8259.93,6132.25,1669.13,804.82,1773.12,20.99,21.87,24.58,13.48,795.09,806.18,466.75,702.6,6036.1,6544.61,8694.25
2022-03-13,8657.71,1915.48,7659.37,3818.71,3396.54,822.57,859.25,4953.4,8041.96,6210.26,1674.93,845.55,1738.38,20.97,22.02,24.54,13.51,777.46,802.58,499.37,677.15,6018.84,6542.35,8701.5
2022-03-14,8216.78,1915.84,7617.1,3705.66,3419.19,815.53,881.35,5064.99,8114.09,6072.42,1695.11,831.84,1792.25,20.95,21.93,24.61,13.48,783.87,832.8,469.84,686.19,6008.36,6631.19,8690.5
2022-03-15,8466.67,1978.34,7621.27,3754.53,3381.5,800.2,868.22,4983.45,7988.32,6001.78,1693.68,820.24,1737.22,20.96,21.97,24.52,13.53,797.55,806.62,476.34,684.12,6094.02,6507.17,8690.01
2022-03-16,8592.05,1899.61,7681.31,3699.06,3410.23,813.4,875.07,5172.9,8098.67,6074.53,1721.84,808.62,1730.52,21.02,21.96,24.55,13.51,794.27,830.18,434.71,714.04,6068.13,6534.54,8708.65
2022-03-17,8658.18,1940.55,7712.58,3703.12,3430.61,795.94,872.03,5076.25,8280.08,6246.75,1681.25,841.44,1734.8,20.98,21.96,24.52,13.52,796.91,827.85,481.56,678.76,6112.98,6607.99,8699.35
2022-03-18,8636.39,1887.86,7611.41,3809.01,3448.39,806.84,873.56,4979.99,8248.6,6185.76,1681.69,814.83,1744.04,20.99,21.95,24.66,13.47,773.68,813.53,491.68,690.95,6076.26,6628.61,8787.47
2022-03-19,8477.78,1915.77,7671.65,3821.09,3400.21,799.46,891.27,4996.0,8317.82,6144.35,1721.89,817.71,1779.84,21.02,21.96,24.56,13.52,805.36,803.68,461.78,682.28,6091.04,6542.52,8717.18
2022-03-20,8422.76,1921.69,7555.77,3701.69,3480.4,809.09,874.55,5077.19,8206.32,6012.93,1708.17,810.13,1813.7,21.02,22.01,24.57,13.48,772.75,804.58,448.15,701.19,6042.49,6630.55,8767.25
2022-03-21,8612.19,1900.44,7500.04,3778.16,3386.73,799.92,862.63,4992.07,8143.57,6022.23,1711.17,810.31,1736.96,21.05,22.01,24.64,13.51,782.86,797.79,479.81,694.34,6057.35,6652.31,8718.67
2022-03-22,8745.04,1939.2,7563.17,3788.38,3429.98,819.59,845.18,5153.09,8234.9,6061.38,1668.66,811.51,1747.43,21.0,22.01,24.68,13.52,794.92,810.46,451.76,687.44,6054.85,6492.5,8747.69
2022-03-23,8575.46,1910.18,7755.51,3808.87,3355.93,789.01,863.98,5041.07,8187.02,5983.98,1655.69,839.76,1776.63,21.02,22.05,24.61,13.51,791.69,819.64,429.99,661.51,6040.56,6558.37,8766.25
2022-03-24,8659.13,1960.53,7511.28,3768.72,3454.37,800.14,873.65,5062.28,8069.19,6180.69,1699.3,819.16,1736.64,21.03,22.01,24.63,13.53,768.85,815.93,467.23,706.28,6029.05,6548.66,8767.8
2022-03-25,8643.77,1918.51,7629.64,3744.72,3398.75,796.93,855.14,5061.14,8269.63,6174.97,1736.66,827.42,1769.79,21.07,22.0,24.6,13.5,786.37,807.08,465.35,693.39,5999.2,6656.54,8792.34
2022-03-26,8698.48,1915.96,7534.5,3848.13,3445.98,806.95,870.25,5136.01,8273.01,6164.19,1699.28,815.1,1792.67,21.06,22.03,24.58,13.57,796.31,808.42,473.91,706.91,6120.37,6542.29,8770.94
2022-03-27,8854.36,1964.65,7823.58,3806.76,3395.15,804.08,856.32,5128.02,8200.85,6126.34,1697.39,820.29,1728.8,21.1,22.01,24.7,13.55,784.19,794.62,470.52,694.91,6069.88,6548.53,8776.39
2022-03-28,8893.79,1882.76,7778.5,3817.26,3439.66,813.72,850.99,4972.28,8104.0,6256.13,1684.43,822.14,1785.72,21.09,22.05,24.68,13.57,775.09,808.31,471.5,734.83,6041.51,6698.38,8786.48
2022-03-29,8640.08,2015.07,7491.74,3775.35,3456.82,800.06,865.87,5012.63,8200.65,6196.25,1736.89,802.64,1816.91,21.08,22.04,24.65,13.55,837.36,816.65,465.99,674.53,6124.49,6680.08,8758.19
2022-03-30,8720.69,1984.54,7632.69,3798.21,3432.46,785.77,856.98,5128.68,8090.08,6155.63,1719.76,833.22,1790.24,21.06,22.03,24.6,13.57,797.55,820.76,470.59,704.2,6094.85,6681.77,8750.77
2022-03-31,8903.49,1988.79,7632.17,3756.6,3438.24,829.26,849.99,5002.9,8273.26,6023.02,1646.23,841.57,1670.69,21.05,22.07,24.71,13.55,805.86,820.58,500.75,692.84,6127.29,6624.22,8795.59
